,Destination,Destination_Code,Origin,Origin_Code,1990,1995,2000,2005,2010,2015,2020,1990.1,1995.1,2000.1,2005.1,2010.1,2015.1,2020.1,1990.2,1995.2,2000.2,2005.2,2010.2,2015.2,2020.2
90,Japan,392,SubSaharanAfrica,947,791,2456,3398,4350,4612,4643,5444,403,1178,1570,1981,2074,2073,2432,388,1278,1828,2369,2538,2570,3012
91,Mongolia,496,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,RepublicofKorea,410,SubSaharanAfrica,947,0,340,790,1473,2743,2264,3976,0,199,470,874,1587,1312,2294,0,141,320,599,1156,952,1682
93,SouthEasternAsia,920,SubSaharanAfrica,947,1011,1415,4808,4352,3019,3542,5442,572,790,2629,2432,1914,2237,2851,439,625,2179,1920,1105,1305,2591
94,BruneiDarussalam,96,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Cambodia,116,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Indonesia,360,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,LaoPeoplesDemocraticRepublic,418,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Malaysia,458,SubSaharanAfrica,947,51,121,233,588,1026,1510,3294,32,72,136,355,576,873,1402,19,49,97,233,450,637,1892
99,Myanmar,104,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Philippines,608,SubSaharanAfrica,947,958,1285,4550,3678,1831,1860,1970,539,713,2481,2032,1255,1275,1357,419,572,2069,1646,576,585,613
101,Singapore,702,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Thailand,764,SubSaharanAfrica,947,2,9,25,86,162,172,178,1,5,12,45,83,89,92,1,4,13,41,79,83,86
103,TimorLeste,626,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,VietNam,704,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,SouthernAsia,5501,SubSaharanAfrica,947,15072,10454,5836,38891,64249,59886,56028,7253,5039,2819,19415,23765,21441,19449,7819,5415,3017,19476,40484,38445,36579
106,Afghanistan,4,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Bangladesh,50,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Bhutan,64,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,India,356,SubSaharanAfrica,947,15069,10419,5767,38752,63966,59601,55742,7251,5012,2775,19358,23645,21324,19330,7818,5407,2992,19394,40321,38277,36412
110,IranIslamicRepublicof,364,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Maldives,462,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Nepal,524,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Pakistan,586,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,SriLanka,144,SubSaharanAfrica,947,3,35,69,139,283,285,286,2,27,44,57,120,117,119,1,8,25,82,163,168,167
115,WesternAsia,922,SubSaharanAfrica,947,207060,235295,259301,312955,505035,641798,693765,120857,138424,154061,190685,301958,374877,424826,86203,96871,105240,122270,203077,266921,268939
116,Armenia,51,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Azerbaijan,31,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Bahrain,48,SubSaharanAfrica,947,2054,2269,2495,3719,5771,6254,8099,1421,1555,1682,2488,3848,4251,5592,633,714,813,1231,1923,2003,2507
119,Cyprus,196,SubSaharanAfrica,947,1740,2468,3183,4781,7319,6702,8717,834,1128,1424,2100,3285,3060,4182,906,1340,1759,2681,4034,3642,4535
120,Georgia,268,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
